country,year,countryyear,iso3c,iso3n,cowcode,hrmicode,disap_mean,disap_sd,disap_lo,disap_hi,exkill_mean,exkill_sd,exkill_lo,exkill_hi,arrest_mean,arrest_sd,arrest_lo,arrest_hi,tort_mean,tort_sd,tort_lo,tort_hi,dpex_mean,dpex_sd,dpex_lo,dpex_hi,express_mean,express_sd,express_lo,express_hi,polpart_mean,polpart_sd,polpart_lo,polpart_hi,assem_mean,assem_sd,assem_lo,assem_hi,rel_mean,rel_sd,rel_lo,rel_hi,physint_mean,physint_sd,physint_lo,physint_hi,empower_mean,empower_sd,empower_lo,empower_hi
Nepal,2019,NPL2019,NPL,524,790,10,8.0425529,.29105127,7.6700072,8.4150982,5.8729281,.33928144,5.4386477,6.3072085,4.6414165,.29733354,4.2608294,5.0220037,4.5683837,.33576629,4.1386027,4.9981647,10,0,10,10,4.4977312,.39156485,3.9965281,4.9989343,5.990346,.53168875,5.3097844,6.6709075,5.7603812,.47482756,5.1526017,6.3681607,,,,,6.2685342,.73769206,5.3242884,7.21278,5.3870645,.74680448,4.4311547,6.3429742
Nepal,2020,NPL2020,NPL,524,790,10,7.7144752,.3656393,7.2464566,8.1824932,6.8689098,.35860854,6.4098911,7.3279285,4.9219675,.58677864,4.1708908,5.6730442,5.2586355,.33133656,4.8345246,5.6827464,10,0,10,10,5.3318238,.59476393,4.5705261,6.0931215,6.2170639,.56870311,5.4891238,6.945004,5.5680804,.53505701,4.8832073,6.2529535,,,,,6.5840402,.73404223,5.6444659,7.5236144,5.6405497,.82969403,4.5785413,6.702558
Nepal,2021,NPL2021,NPL,524,790,10,8.1043835,.40762985,7.5826173,8.6261501,7.3874888,.49622363,6.7523227,8.0226555,6.4072537,.52732706,5.732275,7.0822325,6.3077245,.46601939,5.7112198,6.9042292,10,0,10,10,5.5509644,.53006142,4.8724856,6.2294431,7.2356167,.50078666,6.5946097,7.8766236,5.6611671,.45174181,5.0829377,6.2393966,,,,,7.2173128,.76807576,6.2341757,8.2004499,6.2169919,.70338988,5.3166528,7.117331
Nepal,2022,NPL2022,NPL,524,790,10,8.1030569,.50851345,7.4521599,8.7539539,7.8877449,.52254397,7.2188888,8.5566015,6.2541432,.44434184,5.6853857,6.8229008,6.198442,.5841462,5.4507346,6.9461493,10,0,10,10,5.5592608,.51941234,4.894413,6.2241087,7.1872425,.54899663,6.4845266,7.8899584,6.2388916,.69798297,5.3454733,7.1323099,,,,,7.5489097,.84919494,6.4619403,8.6358795,6.2970695,.77290112,5.3077559,7.2863832
New Zealand,2017,NZL2017,NZL,554,920,11,8.2996311,.21710576,8.0217361,8.5775261,7.8687587,.2727944,7.5195818,8.2179356,7.6905618,.35110891,7.2411423,8.1399813,7.2255626,.36099833,6.7634845,7.6876407,10,0,10,10,8.8955526,.79362959,7.8797069,9.9113989,7.4916668,.69104034,6.6071353,8.3761988,9.1456299,.67453724,8.2822218,10.009038,,,,,7.724474,.76723468,6.7424135,8.7065344,8.7493544,.75556344,7.7822332,9.7164755
New Zealand,2018,NZL2018,NZL,554,920,11,8.5991087,.18076868,8.3677244,8.830493,7.7771316,.20447016,7.5154099,8.0388536,7.2034149,.25350991,6.8789225,7.5279074,6.8388643,.21801321,6.5598073,7.1179214,10,0,10,10,7.8498278,.29297954,7.4748139,8.2248411,7.4331059,.26369232,7.0955796,7.7706323,8.7232761,.20353453,8.4627523,8.9837999,,,,,7.7353187,.721174,6.8122158,8.6584215,8.0757885,.66729689,7.2216487,8.9299288
New Zealand,2019,NZL2019,NZL,554,920,11,9.0203323,.2545045,8.6945667,9.3460979,7.6848617,.18816048,7.4440165,7.9257069,6.7025719,.27800626,6.346724,7.0584197,6.3556952,.22490457,6.0678172,6.6435733,10,0,10,10,7.6289659,.22758068,7.3376627,7.920269,7.8233638,.2015669,7.5653582,8.0813694,8.6533442,.18995297,8.4102039,8.8964844,,,,,7.7567062,.72814494,6.8246808,8.6887321,8.0854578,.66790152,7.2305441,8.9403715
New Zealand,2020,NZL2020,NZL,554,920,11,8.6849194,.23596181,8.3828878,8.9869509,8.0968447,.22443935,7.8095622,8.3841267,7.4965096,.30896229,7.101038,7.8919811,6.2323241,.28944701,5.8618321,6.6028161,10,0,10,10,7.7667527,.32333502,7.3528838,8.1806211,8.1388655,.25140783,7.8170633,8.4606676,7.6817069,.45176375,7.1034493,8.2599649,,,,,7.8349695,.73366565,6.8958774,8.7740612,7.8002105,.6615625,6.9534106,8.6470108
New Zealand,2021,NZL2021,NZL,554,920,11,8.0451126,.3115285,7.6463561,8.4438686,8.155242,.23990743,7.8481603,8.4623232,7.1616006,.37296391,6.684207,7.6389942,6.5929866,.32483903,6.1771927,7.0087805,10,0,10,10,7.7747607,.36471653,7.3079238,8.2415981,7.9746861,.3560712,7.5189152,8.4304571,6.9968767,.52195156,6.3287787,7.6649747,8.7952795,.81940103,7.7464461,9.8441124,7.5265532,.72417682,6.599607,8.4534998,7.6319213,.66482413,6.7809463,8.4828959
New Zealand,2022,NZL2022,NZL,554,920,11,7.6521912,.52962333,6.9742732,8.3301086,7.7596207,.34936902,7.3124285,8.2068129,6.5225658,.61222368,5.7389197,7.3062119,6.527946,.5449791,5.8303728,7.2255192,10,0,10,10,7.6616416,.54503763,6.9639935,8.3592901,7.7503486,.4600485,7.1614866,8.3392105,7.6505446,.6116057,6.8676891,8.4334002,8.8312817,.8126359,7.7911077,9.8714552,7.3562398,.7588048,6.3849697,8.3275099,7.8318462,.70836109,6.9251442,8.7385483
Saudi Arabia,2017,SAU2017,SAU,682,670,12,3.4177094,1.0491064,2.0748532,4.7605653,5.005218,1.1458162,3.5385733,6.4718628,2.8968301,1.010179,1.6038009,4.1898594,2.8189697,1.1122483,1.3952919,4.2426476,4.1758347,1.3512793,2.4461973,5.9054723,1.1671118,1.2323889,-.41034597,2.7445695,1.0229789,1.2119948,-.52837437,2.5743322,1.3736084,1.5623199,-.6261611,3.3733778,,,,,2.7717652,1.1230236,1.334295,4.2092357,1.0406085,1.0111542,-.25366881,2.3348858
Saudi Arabia,2018,SAU2018,SAU,682,670,12,3.6067533,.83476931,2.5382485,4.6752582,4.2051654,.67152733,3.3456104,5.0647202,1.8463503,.60222715,1.0754995,2.6172011,2.3028564,.42008621,1.7651461,2.8405669,3.2319903,.86043358,2.1306353,4.3333454,1.5765268,.50355893,.93197131,2.2210822,1.2944578,.46011502,.70551056,1.883405,2.0595062,.48127115,1.4434791,2.6755333,,,,,2.4556968,.76607907,1.4751157,3.4362781,1.5993131,.69941527,.70406163,2.4945648
Saudi Arabia,2019,SAU2019,SAU,682,670,12,3.6548724,.81305283,2.6141648,4.69558,4.4292498,.53801614,3.7405891,5.1179104,1.4235234,.50041401,.7829935,2.0640533,2.9517097,.38306394,2.4613879,3.4420316,1.2202567,.67386717,.35770673,2.0828066,2.0420282,.25106701,1.7206624,2.363394,1.5721976,.28664157,1.2052964,1.9390987,2.3175614,.24841258,1.9995933,2.6355295,,,,,2.166616,.8857488,1.0328575,3.3003745,1.9809018,.68576324,1.1031249,2.8586788
Saudi Arabia,2020,SAU2020,SAU,682,670,12,3.6749759,.5071981,3.0257623,4.3241897,4.6751356,.42132437,4.1358404,5.2144308,2.0475111,.520051,1.3818458,2.7131765,2.8956566,.44724524,2.3231826,3.4681306,3.4414289,.55946898,2.7253087,4.1575494,2.0780272,.31204349,1.6786116,2.477443,1.8798081,.27959934,1.5219209,2.2376952,2.2015793,.26647091,1.8604965,2.5426621,,,,,2.5981443,.72648263,1.6682465,3.5280421,1.9480164,.6586318,1.1049677,2.7910652
Saudi Arabia,2021,SAU2021,SAU,682,670,12,4.3821874,.46790546,3.7832685,4.9811063,5.7775102,.61059773,4.995945,6.5590754,2.7450039,.40867037,2.2219059,3.2681019,3.2606883,.47678232,2.6504068,3.8709698,2.0692856,.58962023,1.3145717,2.8239996,2.1008804,.31007484,1.7039846,2.4977763,2.1264782,.33947313,1.6919526,2.5610037,2.1057928,.31063187,1.708184,2.5034015,3.5464079,.51633704,2.8854966,4.2073193,3.1497555,.81356913,2.108387,4.191124,2.0010076,.71439224,1.0865855,2.9154296
Saudi Arabia,2022,SAU2022,SAU,682,670,12,4.7479672,.68882304,3.8662736,5.6296606,6.8736029,1.1103669,5.452333,8.2948723,3.1093657,.46528536,2.5138004,3.704931,3.5108311,.63358009,2.6998487,4.3218136,1.8643761,1.3463697,.1410228,3.5877295,1.9837563,.55992365,1.2670541,2.7004585,1.9872265,.70246166,1.0880755,2.8863773,1.9538218,.59756815,1.1889346,2.718709,3.8978779,.44967195,3.3222978,4.4734578,4.2059731,.86109245,3.1037748,5.3081713,2.1159928,.78015304,1.117397,3.1145887
United Kingdom,2017,GBR2017,GBR,826,200,13,7.8511229,.28038356,7.4922318,8.2100134,7.4440804,.33658037,7.0132575,7.8749032,7.2281318,.41652483,6.6949801,7.7612834,6.7687154,.45981121,6.1801572,7.3572736,10,0,10,10,8.3630953,.91244465,7.1951661,9.531024,7.0391607,.87879306,5.9143057,8.1640158,8.3435173,.69703215,7.4513164,9.2357187,,,,,7.2064028,.73211026,6.2693014,8.1435041,7.8560734,.88431114,6.7241549,8.9879913
United Kingdom,2018,GBR2018,GBR,826,200,13,8.0400734,.237003,7.7367096,8.3434372,7.2796474,.29668602,6.8998895,7.6594052,7.0674467,.28519499,6.7023973,7.4324961,6.4506078,.34653893,6.0070381,6.8941774,10,0,10,10,7.0388193,.35990691,6.5781384,7.4995003,7.0382872,.3778148,6.5546842,7.5218902,7.4832916,.27228516,7.1347666,7.8318167,,,,,7.2228475,.71862411,6.3030086,8.1426859,7.0829649,.67849535,6.2144909,7.9514389
United Kingdom,2019,GBR2019,GBR,826,200,13,8.6151257,.37057883,8.1407852,9.0894661,6.8085437,.30213466,6.4218111,7.1952763,6.4856439,.33840153,6.0524898,6.918798,6.0036616,.35475039,5.5495811,6.4577422,10,0,10,10,6.8423834,.31389698,6.4405951,7.2441716,7.2018442,.35129043,6.7521925,7.6514959,7.0859194,.30716059,6.6927538,7.479085,,,,,7.179841,.75300491,6.2159948,8.1436872,7.067708,.66568351,6.2156329,7.9197831
United Kingdom,2020,GBR2020,GBR,826,200,13,8.6493502,.26464248,8.3106079,8.9880924,7.4669447,.30542091,7.0760059,7.8578835,6.4290295,.37095067,5.9542127,6.9038463,5.7901659,.42104274,5.2512312,6.3291006,10,0,10,10,6.4603944,.34702262,6.0162053,6.9045835,7.0801349,.33976445,6.6452365,7.5150332,5.7835717,.34862784,5.337328,6.2298155,,,,,7.3114247,.7441386,6.3589272,8.2639217,6.4726639,.6455301,5.6463852,7.2989426
United Kingdom,2021,GBR2021,GBR,826,200,13,8.0076981,.22748066,7.7165227,8.2988729,7.5435486,.23130208,7.2474818,7.8396153,6.4440861,.29787391,6.0628076,6.8253646,5.9392877,.36132202,5.4767957,6.4017797,10,0,10,10,6.0631413,.38011497,5.5765944,6.5496883,6.6144428,.31981406,6.205081,7.0238047,5.2812657,.37835625,4.7969699,5.7655616,,,,,7.1772666,.71917593,6.2567215,8.0978117,5.9663205,.67035949,5.1082602,6.8243809
United Kingdom,2022,GBR2022,GBR,826,200,13,7.4866462,.30540159,7.0957322,7.8775601,6.9886441,.27681565,6.6343203,7.342968,6.2425656,.37396792,5.7638869,6.7212443,5.9713454,.44248793,5.4049611,6.5377297,10,0,10,10,6.165607,.55846244,5.4507751,6.8804388,5.7419534,.45529372,5.1591773,6.3247294,4.9509721,.41660747,4.4177146,5.4842296,,,,,6.6465793,.73874378,5.7009873,7.5921712,5.554584,.70581907,4.6511354,6.4580326
DRC,2017,COD2017,COD,180,490,14,,,,,,,,,,,,,,,,,10,0,10,10,2.1447003,1.6501125,.032556277,4.2568445,1.3137362,1.5238684,-.63681543,3.2642877,3.1221023,1.7629882,.86547732,5.378727,,,,,,,,,1.682283,1.2259295,.11309329,3.2514727
DRC,2018,COD2018,COD,180,490,14,4.3216858,.58408952,3.5740511,5.0693202,3.8177829,.45318761,3.2377028,4.3978629,2.1850176,.49875933,1.5466056,2.8234296,3.1130083,.33172128,2.688405,3.5376115,10,0,10,10,2.6763844,.40439337,2.158761,3.1940079,4.1497216,.58109778,3.4059165,4.8935266,3.4535205,.34150147,3.0163987,3.8906424,,,,,3.0175848,.75425345,2.0521405,3.9830291,3.4167998,.70655042,2.5124152,4.3211842
DRC,2019,COD2019,COD,180,490,14,5.4662228,.54248416,4.771843,6.1606026,4.7009335,.41499522,4.1697397,5.2321272,3.6586363,.50327027,3.0144503,4.3028221,4.2496457,.34785292,3.804394,4.6948977,10,0,10,10,4.9688373,.38053229,4.4817557,5.4559188,6.3310881,.60180181,5.560782,7.1013942,5.8621645,.44094816,5.2977509,6.426578,,,,,4.4662056,.77207208,3.4779534,5.4544578,5.7840972,.71884304,4.8639779,6.7042165
DRC,2020,COD2020,COD,180,490,14,5.6248441,.37466553,5.1452723,6.1044159,4.6082325,.45460537,4.0263376,5.1901274,3.1401222,.36018515,2.6790853,3.6011591,3.4507527,.40156767,2.9367461,3.9647593,10,0,10,10,4.2763219,.88559496,3.1427603,5.4098835,5.788456,1.1141156,4.3623881,7.2145238,6.8819051,.88175517,5.7532582,8.0105515,,,,,4.1627598,.71953416,3.241756,5.0837636,6.0371356,.78049988,5.038096,7.0361753
DRC,2021,COD2021,COD,180,490,14,6.0179844,.53615969,5.3316998,6.7042689,5.5718679,.54199231,4.8781176,6.2656183,3.3057861,.37159935,2.8301389,3.7814333,3.4791234,.40872997,2.9559491,4.0022979,10,0,10,10,5.0091634,.71126813,4.0987401,5.9195867,5.8221197,.7555294,4.855042,6.7891974,5.1025701,.83759892,4.0304437,6.1746964,,,,,4.9502759,.73034453,4.0154347,5.8851171,5.1736031,.75960481,4.2013087,6.1458974
DRC,2022,COD2022,COD,180,490,14,6.4014726,1.0049175,5.1151781,7.687767,5.9098554,.85881054,4.8105779,7.0091329,3.9466991,.79157925,2.9334776,4.9599204,4.4647398,.51567709,3.8046732,5.1248064,10,0,10,10,4.6065011,.74759901,3.6495743,5.5634279,5.456377,.66783571,4.6015472,6.3112068,4.3958564,.81818283,3.3485823,5.4431305,,,,,5.2144794,.99019259,3.9470329,6.481926,4.6387782,.72024286,3.7168674,5.560689
Jordan,2017,JOR2017,JOR,400,663,15,7.480514,.65311307,6.6445293,8.3164988,7.007575,.90714282,5.8464322,8.1687174,5.0855236,.90034807,3.9330781,6.2379689,4.8300595,.75428814,3.8645706,5.7955484,8.239871,1.116457,6.8108063,9.6689358,4.3805375,1.4256697,2.5556803,6.2053947,4.8135033,.87048125,3.6992872,5.9277191,3.796792,1.2228768,2.2315097,5.3620744,,,,,6.1283059,.87739336,5.0052423,7.2513695,4.3483777,.96541315,3.112649,5.5841064
Jordan,2018,JOR2018,JOR,400,663,15,7.3198791,.44163623,6.7545848,7.8851733,7.4992671,.64908558,6.6684375,8.3300962,4.232429,.42184597,3.6924663,4.7723918,5.6269274,.45332557,5.0466704,6.2071843,8.8530197,.47001877,8.2513952,9.4546442,4.2986746,.49386823,3.6665232,4.9308257,4.5034008,.53173625,3.8227785,5.1840234,4.0312095,.49144948,3.4021542,4.660265,,,,,6.5613756,.75492513,5.5950713,7.5276799,4.364994,.66863382,3.5091429,5.2208452
Jordan,2019,JOR2019,JOR,400,663,15,6.4008284,.58169061,5.6562643,7.1453924,8.04879,.57635063,7.3110614,8.7865191,3.570785,.45372611,2.9900155,4.1515546,5.8473105,.35928801,5.3874221,6.307199,9.3704376,.49749056,8.7336493,10.007226,3.5442364,.31636721,3.1392863,3.9491866,4.7359629,.58221591,3.9907265,5.4811993,3.9267344,.40355548,3.4101834,4.4432855,,,,,6.137424,.79827362,5.115634,7.159214,4.0022516,.7084825,3.0953941,4.9091091
Jordan,2020,JOR2020,JOR,400,663,15,6.97084,.64553791,6.1445513,7.7971287,7.6291552,.57921624,6.8877583,8.3705521,3.7233851,.5414713,3.0303018,4.4164681,4.9910407,.56647074,4.2659583,5.7161231,7.3934212,.92580515,6.2083907,8.5784521,3.1331208,.35757419,2.6754258,3.5908158,4.9121485,.72879708,3.9792881,5.8450089,3.651957,.37979147,3.1658239,4.1380901,,,,,6.3070073,.85619658,5.2110758,7.4029388,3.7755876,.65574044,2.9362397,4.6149354
Jordan,2021,JOR2021,JOR,400,663,15,7.208632,.73981607,6.2616673,8.1555967,7.6886568,.69372255,6.8006921,8.576622,4.1500134,.59519637,3.3881621,4.9118648,6.1595516,.79039598,5.1478448,7.1712584,10,0,10,10,3.8622451,.47571683,3.2533276,4.4711628,6.0479345,.88059163,4.9207773,7.1750917,4.4949217,.64407176,3.6705098,5.3193336,,,,,7.0347276,.81032079,5.9975171,8.0719385,4.5681634,.82669896,3.5099888,5.626338
Jordan,2022,JOR2022,JOR,400,663,15,6.8149486,1.1314214,5.3667293,8.2631683,8.1047087,1.00981,6.8121519,9.3972654,4.2808623,.91678447,3.1073782,5.4543467,6.526792,1.1927778,5.0000367,8.0535479,10,0,10,10,4.208416,.73421615,3.2686193,5.1482124,6.6616311,1.3535568,4.9290786,8.3941841,5.3114433,1.0097426,4.0189729,6.6039138,,,,,6.6021099,1.1662576,5.1093001,8.0949192,5.3569942,.84576911,4.2744098,6.4395785
South Korea,2017,KOR2017,KOR,410,732,16,7.9640465,.52384549,7.2935243,8.6345692,,,,,6.8892541,.59784257,6.1240158,7.6544924,7.427259,.50972623,6.7748094,8.0797081,10,0,10,10,6.8619938,.76130575,5.8875222,7.8364654,8.4982166,.64554709,7.6719165,9.3245173,7.8952546,.60946244,7.1151428,8.6753664,,,,,7.4592757,.93472856,6.2628231,8.6557283,7.7576141,.74969608,6.7980032,8.7172251
South Korea,2018,KOR2018,KOR,410,732,16,8.395793,.44269341,7.8291454,8.9624405,8.584691,.75797808,7.6144791,9.554903,6.8781924,.44757646,6.3052945,7.4510903,7.1480284,.36572677,6.6798983,7.6161585,10,0,10,10,6.7263055,.43214113,6.1731648,7.2794461,7.5455494,.50081611,6.9045048,8.186594,8.0866318,.42908078,7.5374084,8.6358547,,,,,7.9666061,.83030057,6.9038215,9.0293913,7.40728,.69804674,6.5137801,8.3007793
South Korea,2019,KOR2019,KOR,410,732,16,9.4924622,.54387069,8.7963076,10.188617,8.9227705,.75763029,7.9530039,9.8925371,6.5825081,.44630393,6.0112391,7.1537771,6.197309,.38370627,5.7061648,6.6884532,10,0,10,10,6.7056127,.32306886,6.2920847,7.1191406,6.8153596,.46739826,6.2170897,7.4136295,7.5318131,.44306266,6.9646931,8.0989332,,,,,8.7569675,.8829267,7.6268215,9.8871136,7.0877161,.70161808,6.1896448,7.9857874
South Korea,2020,KOR2020,KOR,410,732,16,8.9997606,.3490693,8.5529518,9.4465694,8.8229637,.33274651,8.397048,9.2488794,7.5621767,.36758846,7.0916634,8.03269,6.7806749,.36534625,6.3130317,7.2483182,10,0,10,10,6.8753266,.30902731,6.4797716,7.2708817,7.5830789,.40968332,7.0586843,8.1074734,6.0299735,.38538191,5.5366845,6.5232625,,,,,8.4331961,.78994656,7.4220643,9.4443274,6.7128687,.68736815,5.8330374,7.5927
South Korea,2021,KOR2021,KOR,410,732,16,8.619379,.29557505,8.2410431,8.997715,8.9302626,.31056136,8.5327444,9.3277807,7.5310593,.28846911,7.161819,7.9002995,7.145659,.29306611,6.7705345,7.5207834,10,0,10,10,7.8181853,.49358919,7.1863914,8.4499798,7.8772531,.47396746,7.2705746,8.4839315,6.9914131,.48675108,6.368372,7.6144543,8.0313463,1.0468049,6.6914358,9.3712568,8.2649651,.75484657,7.2987614,9.2311687,7.5242577,.69186813,6.6386666,8.4098492
South Korea,2022,KOR2022,KOR,410,732,16,8.4568043,.54012626,7.7654428,9.1481657,8.5519361,.61359143,7.7665391,9.3373327,6.8796883,.41345534,6.3504653,7.4089112,7.2260857,.41865733,6.6902041,7.7619672,10,0,10,10,6.8073516,1.3317121,5.1027598,8.5119429,7.7516036,.91848356,6.5759444,8.9272623,7.4703922,.95621198,6.2464409,8.6943436,8.0866165,1.0356548,6.7609782,9.4122543,8.1027241,.77432948,7.1115823,9.0938654,7.6837473,.87003785,6.5700989,8.7973957
United States,2017,USA2017,USA,840,2,17,6.7300858,.30814797,6.3356566,7.1245151,4.2981043,.68472493,3.4216564,5.174552,4.3940377,.59153438,3.6368737,5.1512017,4.1041021,.5322085,3.4228752,4.7853289,7.0718546,.44272497,6.5051665,7.6385427,6.0376291,.79759437,5.0167084,7.0585499,4.4455113,.7212739,3.5222807,5.368742,6.1847239,.85960716,5.0844269,7.2850208,,,,,4.6367822,.9179728,3.461777,5.8117871,5.4682121,.88682425,4.333077,6.6033473
United States,2018,USA2018,USA,840,2,17,6.7458425,.28956315,6.3752017,7.1164832,4.3967404,.36996639,3.9231834,4.8702974,4.2855601,.40229136,3.7706273,4.8004932,3.3689969,.31539592,2.9652901,3.7727036,5.7312536,.44511545,5.1615057,6.3010015,6.2149439,.33353931,5.7880135,6.6418743,5.182056,.34003606,4.74681,5.6173019,7.0169339,.36424655,6.5506983,7.4831696,,,,,4.3999653,.73795646,3.4553809,5.3445497,6.2040195,.68336803,5.3293085,7.0787306
United States,2019,USA2019,USA,840,2,17,7.2741008,.39579353,6.7674851,7.7807164,4.4124036,.25840655,4.0816431,4.7431641,4.7451439,.25867748,4.4140368,5.076251,3.5419106,.25370249,3.2171714,3.8666499,4.7174273,.33032221,4.2946148,5.1402397,6.0020571,.24185289,5.6924853,6.3116288,5.4534202,.27410665,5.1025639,5.8042765,6.8679757,.25002423,6.5479445,7.1880069,,,,,4.6931672,.75196379,3.7306535,5.6556807,6.1783199,.65220791,5.3434939,7.0131459
United States,2020,USA2020,USA,840,2,17,6.5108328,.33336741,6.0841227,6.9375429,4.2479167,.2897585,3.8770258,4.6188078,4.5296388,.3469862,4.0854964,4.9737811,3.6888325,.30844411,3.294024,4.0836411,4.6934085,.35887209,4.2340522,5.1527648,5.6843915,.33849666,5.2511158,6.1176672,4.9767075,.29093075,4.6043162,5.3490987,5.4970226,.30688918,5.1042047,5.8898406,,,,,4.3829446,.7898367,3.3719535,5.3939357,5.3689661,.66301996,4.5203004,6.2176318
United States,2021,USA2021,USA,840,2,17,7.3512497,.29967722,6.9676628,7.7348366,4.3567295,.4223507,3.8161206,4.8973384,5.6699247,.33007577,5.2474279,6.0924215,4.4268146,.46129763,3.8363535,5.0172753,5.3152575,.55386925,4.6063051,6.02421,6.434217,.38803199,5.9375362,6.9308977,5.4301987,.38290101,4.9400854,5.9203119,6.4903655,.3626484,6.0261755,6.9545555,,,,,5.1613622,.74519408,4.2075138,6.1152105,6.1766748,.68979949,5.2937317,7.059618
United States,2022,USA2022,USA,840,2,17,7.956965,.37290397,7.4796481,8.4342823,4.4449677,.6679334,3.590013,5.2999225,5.3490753,.35866892,4.8899789,5.8081717,5.3787656,.75215805,4.4160032,6.3415279,4.8033037,1.21909,3.2428684,6.363739,5.8463044,.94308674,4.6391535,7.0534554,5.3703785,.70491368,4.4680891,6.2726679,6.2675314,.62033767,5.4734993,7.0615635,,,,,5.4386673,.77828336,4.4424648,6.4348698,5.7486539,.6993975,4.853425,6.6438828
Venezuela,2017,VEN2017,VEN,862,101,18,4.1491885,.67417449,3.2862451,5.0121317,4.8022866,.78103226,3.8025653,5.8020082,2.4599092,.59005111,1.7046437,3.2151747,2.7607739,.62270135,1.9637161,3.5578315,10,0,10,10,2.9466972,1.442679,1.1000681,4.7933264,2.2042222,.95978129,.97570217,3.4327424,2.5207055,.93149716,1.328389,3.7130218,,,,,3.3100996,.7467972,2.3541992,4.2659998,2.6427672,.84846753,1.5567287,3.7288055
Venezuela,2018,VEN2018,VEN,862,101,18,4.0967941,.50577569,3.4494011,4.7441869,3.2315164,.51571167,2.5714054,3.8916273,2.3053463,.45273343,1.7258475,2.884845,2.6791217,.30840793,2.2843597,3.0738838,10,0,10,10,2.7429426,.29758584,2.3620327,3.1238525,2.6426105,.27901983,2.2854652,2.9997559,3.2883611,.32106981,2.8773918,3.6993303,,,,,2.9264054,.77680779,1.9320915,3.9207194,2.8517649,.65986502,2.0071378,3.6963921
Venezuela,2019,VEN2019,VEN,862,101,18,3.5058661,.38983175,3.0068815,4.0048509,2.5278952,.24270646,2.217231,2.8385594,2.2525039,.29632294,1.8732105,2.6317973,2.8298376,.22455879,2.5424023,3.1172729,10,0,10,10,2.9848192,.18433701,2.7488678,3.2207706,2.8703399,.17872544,2.6415713,3.0991085,3.5379384,.16765454,3.3233407,3.7525361,,,,,2.4062543,.75632423,1.4381592,3.3743494,3.1406343,.66043597,2.2952762,3.9859924
Venezuela,2020,VEN2020,VEN,862,101,18,3.7776902,.37711638,3.2949812,4.2603993,2.7858348,.28371286,2.4226823,3.1489873,2.7816319,.24172337,2.4722261,3.0910378,3.3862743,.21992555,3.1047697,3.667779,10,0,10,10,3.1576438,.21732625,2.8794663,3.4358213,2.9304934,.19461626,2.6813846,3.1796021,3.3477964,.17842041,3.1194184,3.5761745,,,,,2.7516098,.72172159,1.8278061,3.6754134,3.0605204,.66326588,2.21154,3.9095008
Venezuela,2021,VEN2021,VEN,862,101,18,4.2923303,.57825363,3.5521655,5.032495,3.7727153,.74247009,2.8223536,4.7230768,3.5971441,.47148037,2.9936492,4.2006388,3.4721534,.39756402,2.9632714,3.9810355,10,0,10,10,3.3076048,.27725461,2.952719,3.6624906,3.1734767,.46939275,2.572654,3.7742994,3.5934064,.32267457,3.180383,4.0064297,,,,,3.4580231,.84815204,2.3723884,4.5436578,3.3146098,.68834573,2.4335272,4.1956921
Venezuela,2022,VEN2022,VEN,862,101,18,5.1012645,.82814628,4.0412374,6.1612916,5.7379675,.90209442,4.5832868,6.8926482,4.7689114,.43950519,4.2063446,5.3314781,3.962122,.55018187,3.2578893,4.6663547,10,0,10,10,3.4656458,.46769214,2.8669999,4.064292,3.701643,.94579154,2.4910297,4.9122562,4.2859702,.75443333,3.3202956,5.2516451,,,,,4.6658449,.97486627,3.4180162,5.9136739,4.0282092,.89135849,2.8872705,5.169148
Vietnam,2017,VNM2017,VNM,704,816,19,6.1801,.39658526,5.672471,6.6877289,5.8296914,.51125509,5.1752849,6.484098,3.289161,.31725127,2.8830793,3.6952426,2.936409,.29260239,2.561878,3.31094,4.4904294,.62713307,3.6876991,5.29316,1.9279151,.90003181,.77587438,3.0799558,1.4534554,.8645457,.34683695,2.5600739,1.702593,.83895946,.62872487,2.7764611,,,,,4.4665475,.72067231,3.5440869,5.389008,1.6090903,.92005444,.43142065,2.7867601
Vietnam,2018,VNM2018,VNM,704,816,19,5.6226463,.34012532,5.1872859,6.0580068,5.5073552,.4008086,4.9943204,6.02039,2.7348287,.3142786,2.3325522,3.1371052,3.1362615,.23368146,2.8371491,3.4353738,4.0319157,.51469219,3.3731096,4.6907215,2.3707607,.26576403,2.0305827,2.7109387,2.447449,.33059832,2.0242832,2.8706148,3.0964434,.32525539,2.6801164,3.5127704,,,,,3.8554437,.73326486,2.9168646,4.7940226,2.672719,.68693995,1.7934358,3.5520022
Vietnam,2019,VNM2019,VNM,704,816,19,4.3694062,.31773558,3.9627047,4.7761078,5.9480109,.3387295,5.5144372,6.3815846,2.8652046,.32312769,2.451601,3.2788081,3.7201257,.25013456,3.3999534,4.040298,4.1081476,.51278746,3.4517796,4.7645154,2.5999835,.1779841,2.3721638,2.8278031,2.8742146,.18222451,2.6409674,3.1074619,3.42079,.17876767,3.1919672,3.6496127,,,,,3.7423072,.70798379,2.8360879,4.6485267,2.9958513,.66048259,2.1504335,3.841269
