country,year,countryyear,iso3c,iso3n,cowcode,hrmicode,disap_mean,disap_sd,disap_lo,disap_hi,exkill_mean,exkill_sd,exkill_lo,exkill_hi,arrest_mean,arrest_sd,arrest_lo,arrest_hi,tort_mean,tort_sd,tort_lo,tort_hi,dpex_mean,dpex_sd,dpex_lo,dpex_hi,express_mean,express_sd,express_lo,express_hi,polpart_mean,polpart_sd,polpart_lo,polpart_hi,assem_mean,assem_sd,assem_lo,assem_hi,rel_mean,rel_sd,rel_lo,rel_hi,physint_mean,physint_sd,physint_lo,physint_hi,empower_mean,empower_sd,empower_lo,empower_hi
Angola,2017,AGO2017,AGO,24,540,1,6.0369577,1.004778,4.7508421,7.3230734,4.4657845,.82489336,3.4099212,5.5216479,3.0948424,.52491415,2.4229524,3.7667325,2.6329184,.57321411,1.8992043,3.3666325,10,0,10,10,3.5347662,1.3358967,1.8248184,5.2447138,3.3876379,.78564048,2.3820181,4.3932576,2.9074578,.86131471,1.804975,4.0099406,,,,,4.3665113,.95965958,3.1381471,5.5948758,3.2109277,.88018751,2.0842876,4.3375678
Angola,2018,AGO2018,AGO,24,540,1,6.8409309,.53902763,6.1509757,7.5308862,4.7284236,.35354671,4.2758837,5.1809635,4.2401156,.41643819,3.7070746,4.7731566,3.8218336,.41535684,3.2901769,4.3534904,10,0,10,10,5.060607,.43807369,4.4998727,5.6213412,5.1650352,.51764721,4.5024467,5.8276238,5.1308932,.40620664,4.6109486,5.6508379,,,,,5.1154056,.79753298,4.0945635,6.1362476,5.0932765,.69321984,4.205955,5.980598
Angola,2019,AGO2019,AGO,24,540,1,5.9424777,.70348054,5.0420227,6.8429327,4.4597583,.39411449,3.9552917,4.9642248,4.3285422,.5730933,3.5949829,5.0621018,4.3025966,.49103194,3.6740756,4.9311175,10,0,10,10,4.3937883,.34055895,3.9578729,4.8297038,4.6021304,.4820182,3.985147,5.2191138,5.0943394,.51328909,4.4373293,5.7513494,,,,,4.4299073,.8620739,3.3264527,5.5333619,4.7970386,.68968838,3.9142375,5.6798396
Angola,2020,AGO2020,AGO,24,540,1,4.9845219,.86388671,3.878747,6.0902967,3.0978296,.56985021,2.3684213,3.8272378,3.5280204,.80984712,2.491416,4.5646248,4.1260657,.84692311,3.0420041,5.2101274,10,0,10,10,3.5924487,.51598024,2.931994,4.2529035,3.4524586,.46613204,2.8558097,4.0491076,3.1316562,.41174799,2.6046188,3.6586936,,,,,3.5309398,.90530849,2.3721449,4.6897345,3.3191569,.77661508,2.3250897,4.3132243
Angola,2021,AGO2021,AGO,24,540,1,4.4130397,.68434113,3.5370831,5.2889962,3.4792666,.52879322,2.8024113,4.1561217,3.2374477,.72899395,2.3043356,4.1705599,2.8485794,.61196548,2.0652635,3.6318953,10,0,10,10,3.6349645,.53854942,2.9456213,4.3243079,4.2967143,.87339061,3.1787744,5.4146543,3.6108189,.51598811,2.9503541,4.2712836,,,,,3.4455032,.81123161,2.4071267,4.4838796,3.697938,.73674613,2.7549028,4.6409731
Angola,2022,AGO2022,AGO,24,540,1,4.2988586,1.1912546,2.7740526,5.8236647,4.202281,.7741518,3.2113667,5.1931953,3.7694051,.8106882,2.7317243,4.807086,3.5367219,.98023969,2.2820151,4.7914286,10,0,10,10,3.4295058,.54536039,2.7314446,4.1275673,4.0455441,1.0528022,2.6979573,5.3931308,3.4258056,.5459702,2.7269638,4.1246476,,,,,3.3751967,.9255237,2.1905262,4.5598669,3.7103398,.73461682,2.7700303,4.6506491
Australia,2017,AUS2017,AUS,36,900,2,8.1789036,.24199784,7.8691463,8.4886608,7.8658724,.2502549,7.5455461,8.1861982,5.9108529,.48848963,5.2855864,6.5361195,5.4418492,.50336313,4.7975445,6.086154,10,0,10,10,7.3349309,.84967744,6.2473435,8.4225178,8.7517185,.59404844,7.9913363,9.5121002,7.3144655,.69749171,6.4216762,8.2072554,,,,,7.2267594,.71679407,6.3092632,8.1442556,7.818799,.78798199,6.8101821,8.8274164
Australia,2018,AUS2018,AUS,36,900,2,8.3038254,.20331532,8.043582,8.5640688,7.2954359,.26054409,6.9619393,7.6289325,5.8581614,.31615373,5.4534845,6.2628384,5.2591152,.30524245,4.8684049,5.6498256,10,0,10,10,6.4485302,.3390196,6.014585,6.8824754,8.1276541,.26658124,7.7864299,8.4688778,7.0949483,.34126204,6.658133,7.5317636,,,,,7.0558586,.71874726,6.1358624,7.9758549,7.2745852,.6642589,6.424334,8.1248369
Australia,2019,AUS2019,AUS,36,900,2,8.5172358,.27103242,8.1703138,8.8641577,6.3142643,.23912567,6.0081835,6.6203451,5.6354017,.2395971,5.3287172,5.9420862,5.1283517,.19752049,4.8755255,5.3811779,10,0,10,10,6.2406373,.21905391,5.9602485,6.5210261,7.8034334,.18394499,7.5679836,8.0388832,7.4695263,.27812481,7.1135263,7.8255262,,,,,6.8167763,.73717391,5.8731937,7.7603588,7.1949935,.65353298,6.3584714,8.0315161
Australia,2020,AUS2020,AUS,36,900,2,8.9519653,.21738325,8.6737146,9.230216,6.8856244,.30076882,6.5006404,7.2706084,6.3375387,.294626,5.9604173,6.7146602,5.3134551,.25502396,4.9870243,5.6398859,10,0,10,10,6.5125809,.24780251,6.1953936,6.8297682,7.6786289,.21077566,7.4088359,7.948422,6.8654571,.32413164,6.4505687,7.2803454,,,,,7.2469497,.73358768,6.3079576,8.1859417,6.8487692,.66824865,5.9934111,7.7041273
Australia,2021,AUS2021,AUS,36,900,2,8.6389551,.30300045,8.2511148,9.0267954,7.760725,.43666494,7.2017937,8.3196564,7.0345178,.32702437,6.6159267,7.4531088,5.5580025,.37816155,5.0739555,6.0420494,10,0,10,10,7.0077109,.35761908,6.5499587,7.4654632,7.3433828,.34106427,6.9068208,7.7799449,7.055716,.41485831,6.5246973,7.5867348,,,,,7.7057209,.7699905,6.7201328,8.691309,7.0475664,.69133526,6.1626573,7.9324756
Australia,2022,AUS2022,AUS,36,900,2,7.7065201,.56563753,6.9825039,8.4305363,6.7920194,.6662448,5.9392262,7.6448126,6.375103,.47039825,5.7729931,6.9772129,5.3879385,.43429387,4.8320422,5.9438348,10,0,10,10,7.2732625,.62207538,6.477006,8.069519,7.6361299,.56681067,6.9106121,8.3616476,6.9724598,.61839426,6.1809154,7.7640042,,,,,6.4623542,.77032483,5.4763384,7.44837,7.3356032,.79438525,6.31879,8.352416
Brazil,2017,BRA2017,BRA,76,140,3,5.0851655,.51427168,4.4268975,5.7434335,2.8779283,.50300205,2.2340856,3.521771,4.2672682,.47442937,3.6599987,4.8745379,2.5591722,.54787326,1.8578944,3.2604499,10,0,10,10,5.9923553,.76715231,5.0104003,6.9743104,5.601872,.6993534,4.7066998,6.4970441,6.3776922,.81732464,5.3315167,7.4238677,,,,,3.4593782,.73568982,2.5176952,4.4010611,5.8094296,.88539582,4.6761231,6.9427361
Brazil,2018,BRA2018,BRA,76,140,3,4.9189906,.32087639,4.5082688,5.3297124,2.787899,.20234427,2.5288982,3.0468998,3.8434741,.35007203,3.3953819,4.2915664,2.9607232,.26510578,2.6213877,3.3000586,10,0,10,10,5.4870343,.23412412,5.1873555,5.7867131,5.6786265,.3321254,5.2535062,6.1037469,6.1175051,.35967395,5.6571226,6.5778875,,,,,3.2408576,.73287886,2.3027728,4.1789427,5.7962608,.65732825,4.9548807,6.637641
Brazil,2019,BRA2019,BRA,76,140,3,4.6930928,.4196108,4.1559911,5.2301946,2.5170653,.17562383,2.2922668,2.7418637,2.92992,.34712738,2.4855969,3.374243,2.9713488,.21114218,2.7010868,3.2416108,10,0,10,10,4.300631,.16028777,4.0954628,4.5057993,5.6725125,.29158494,5.299284,6.0457411,5.7739787,.28946015,5.4034696,6.1444879,,,,,3.0144508,.73805588,2.0697393,3.9591622,5.2230115,.65797901,4.3807983,6.0652246
Brazil,2020,BRA2020,BRA,76,140,3,4.7820377,.46429452,4.1877408,5.3763347,3.1145437,.29207444,2.7406883,3.488399,4.0435123,.38705331,3.548084,4.5389404,2.9074388,.28655183,2.5406525,3.274225,10,0,10,10,4.4290285,.21456821,4.1543813,4.7036757,5.8089414,.38996679,5.3097839,6.3080988,6.1070247,.42126608,5.5678039,6.6462455,,,,,3.3951409,.73138136,2.4589727,4.3313088,5.5047388,.6799534,4.6343985,6.3750792
Brazil,2021,BRA2021,BRA,76,140,3,5.4112558,.4923279,4.781076,6.0414357,3.820564,.37861151,3.3359413,4.3051867,4.9044833,.41494277,4.3733563,5.4356103,3.6348598,.41893622,3.0986214,4.1710982,10,0,10,10,4.1431007,.29535276,3.7650492,4.5211525,5.3009896,.39384079,4.7968736,5.8051057,5.8636408,.52351487,5.1935415,6.53374,,,,,3.9773209,.74261355,3.0267756,4.9278665,5.2568002,.69170469,4.371418,6.1421824
Brazil,2022,BRA2022,BRA,76,140,3,6.3331151,.640131,5.5137472,7.152483,4.8156748,.40872094,4.2925119,5.3388376,5.4459109,.66634285,4.5929923,6.2988296,4.9244432,.40473282,4.4063854,5.4425011,10,0,10,10,3.8853307,.40196678,3.3708131,4.399848,4.0438695,.5406574,3.3518281,4.7359109,5.7127919,.7865572,4.7059989,6.7195849,,,,,5.2607069,.78622133,4.2543435,6.2670703,4.7440691,.80783176,3.7100444,5.7780938
Fiji,2017,FJI2017,FJI,242,950,4,8.1077557,.36035907,7.6464958,8.5690155,6.7369099,.71866071,5.8170242,7.6567955,4.9892159,.62963963,4.1832771,5.7951546,4.2206302,.52291709,3.5512962,4.8899641,10,0,10,10,3.0926363,.49985462,2.4528224,3.7324502,4.6599917,.84013653,3.5846169,5.7353663,3.8217728,.658943,2.9783258,4.6652198,,,,,6.5065393,.76161957,5.5316663,7.4814124,3.8076792,.73086637,2.8721702,4.7431879
Fiji,2018,FJI2018,FJI,242,950,4,8.4302425,.26084611,8.0963593,8.7641258,7.6138859,.4119426,7.0865993,8.1411724,5.453001,.3805128,4.9659448,5.9400573,4.8270202,.31807292,4.4198871,5.2341533,10,0,10,10,3.8597503,.32502082,3.4437237,4.2757769,5.3530154,.43854481,4.791678,5.9143529,4.3915381,.31858879,3.9837444,4.7993317,,,,,7.1379652,.73146546,6.2016892,8.0742407,4.4646144,.69659549,3.5729721,5.3562565
Fiji,2019,FJI2019,FJI,242,950,4,8.678813,.34506109,8.2371349,9.120491,7.9316726,.39491835,7.426177,8.4371681,6.0371847,.46800223,5.4381418,6.6362276,5.6843433,.26720938,5.3423152,6.0263715,10,0,10,10,4.1268826,.24810788,3.8093045,4.4444609,5.2598882,.43600783,4.701798,5.8179784,4.1857772,.29713485,3.8054445,4.5661097,,,,,7.4821148,.74445748,6.5292091,8.4350204,4.3468776,.67320204,3.4851789,5.2085762
Fiji,2020,FJI2020,FJI,242,950,4,7.9507089,.23116198,7.6548214,8.2465963,7.7797122,.25707644,7.4506545,8.1087704,6.0945864,.35436445,5.6409998,6.548173,5.8008661,.31027249,5.4037175,6.1980147,10,0,10,10,4.6058764,.39718276,4.0974827,5.1142702,6.2958155,.43562043,5.7382212,6.8534098,4.3988199,.41609097,3.8662236,4.9314165,,,,,7.1788073,.71128857,6.2683578,8.0892563,4.9603987,.73069066,4.0251145,5.8956828
Fiji,2021,FJI2021,FJI,242,950,4,7.8392839,.2196182,7.5581727,8.1203957,7.7643147,.2294071,7.4706736,8.0579557,6.1821127,.29879108,5.7996602,6.5645652,5.7943974,.34449291,5.3534465,6.2353482,10,0,10,10,4.8864179,.44225481,4.3203316,5.4525042,6.6091132,.44780275,6.0359259,7.1823006,4.606473,.50331211,3.9622335,5.2507124,,,,,7.15484,.71245068,6.2429032,8.0667772,5.1044574,.68365371,4.2293806,5.9795341
Fiji,2022,FJI2022,FJI,242,950,4,7.9929318,.40763947,7.4711533,8.5147104,7.7249198,.36207247,7.261467,8.1883726,6.29457,.50880551,5.6432991,6.9458408,5.4448724,.51931322,4.7801514,6.1095934,10,0,10,10,4.2366538,.66965199,3.3794992,5.0938082,5.4445729,.89671069,4.2967834,6.5923624,4.7827191,.86165392,3.6798022,5.8856363,,,,,7.220233,.77066404,6.2337828,8.2066832,4.7398353,.81636941,3.6948824,5.7847881
Kazakhstan,2017,KAZ2017,KAZ,398,705,5,7.0873528,.32982561,6.6651759,7.5095296,6.895967,.44319379,6.3286791,7.4632549,3.5652096,.52405429,2.8944201,4.2359991,3.8862133,.40358254,3.3696277,4.4027991,10,0,10,10,2.2065232,.52186823,1.5385319,2.8745146,2.0960183,.5252071,1.4237533,2.7682834,1.4555135,.53055239,.77640641,2.1346204,,,,,6.1013293,.71586728,5.185019,7.0176396,1.8783303,.78012097,.87977552,2.8768852
Kazakhstan,2018,KAZ2018,KAZ,398,705,5,7.0012903,.23851477,6.6959915,7.3065891,7.0637503,.25894809,6.7322969,7.3952036,3.8240864,.35808659,3.3657355,4.2824373,3.6872256,.22659539,3.3971834,3.9772677,10,0,10,10,2.8756227,.20271589,2.6161463,3.1350992,3.2704709,.25278801,2.9469023,3.5940394,2.8219399,.2354701,2.5205383,3.1233416,,,,,5.9718137,.73164666,5.035306,6.9083214,2.9456573,.68052989,2.074579,3.8167355
Kazakhstan,2019,KAZ2019,KAZ,398,705,5,6.2272148,.4332445,5.6726618,6.7817678,6.6383333,.31022614,6.2412438,7.0354228,2.5920899,.24563831,2.2776728,2.906507,3.1956213,.19788055,2.9423342,3.4489083,10,0,10,10,3.1359015,.16007036,2.9310114,3.3407915,3.2625232,.18096191,3.0308919,3.4941545,3.3078351,.15783285,3.105809,3.5098612,,,,,5.2130132,.7327106,4.2751436,6.1508827,3.1488087,.65241277,2.3137205,3.983897
Kazakhstan,2020,KAZ2020,KAZ,398,705,5,6.2384462,.3688361,5.766336,6.7105565,6.6673059,.3393977,6.2328768,7.1017351,3.4352579,.28729779,3.0675168,3.802999,3.4451034,.257328,3.1157236,3.7744832,10,0,10,10,3.5508466,.20962307,3.2825291,3.819164,3.4621148,.25461593,3.1362064,3.7880232,3.4871569,.24601236,3.172261,3.8020527,,,,,5.3373752,.71940279,4.4165397,6.2582107,3.4432325,.6484043,2.6132751,4.27319
Kazakhstan,2021,KAZ2021,KAZ,398,705,5,6.4104142,.42339632,5.8684669,6.9523616,6.3429022,.42202833,5.8027058,6.8830986,4.1194487,.38661653,3.6245794,4.6143179,4.1866026,.38257346,3.6969085,4.6762967,10,0,10,10,4.0745931,.31685597,3.6690173,4.4801688,3.9065011,.35126129,3.4568865,4.3561153,3.7887993,.3381567,3.3559587,4.2216396,,,,,5.5875831,.79084951,4.5752959,6.5998702,3.7824962,.6536566,2.9458158,4.6191769
Kazakhstan,2022,KAZ2022,KAZ,398,705,5,5.9407969,.64757866,5.111896,6.7696977,5.6610532,.8044824,4.6313157,6.6907907,2.5284371,.64075983,1.7082646,3.3486097,2.6319165,.59191108,1.8742703,3.3895626,10,0,10,10,3.7470343,.3677423,3.2763243,4.2177444,4.0811882,.44339669,3.5136404,4.648736,3.3207753,.41448417,2.7902355,3.851315,,,,,4.7418242,.85392481,3.6488004,5.8348479,3.6236737,.65387553,2.7867129,4.4606342
Kyrgyzstan,2017,KGZ2017,KGZ,417,703,6,7.6540785,.4278639,7.1064129,8.2017441,7.8510871,.40142092,7.3372684,8.3649063,5.0338078,.58028883,4.291038,5.7765775,3.9675033,.3505969,3.5187392,4.4162674,10,0,10,10,4.8916306,.85661095,3.7951686,5.9880929,4.1340318,.80897427,3.0985446,5.1695189,5.6589799,.58460784,4.9106817,6.4072781,,,,,6.7682147,.74905509,5.8094244,7.727005,5.1048884,.7685234,4.1211786,6.0885983
Kyrgyzstan,2018,KGZ2018,KGZ,417,703,6,7.8709335,.39546055,7.3647442,8.3771229,7.8122225,.29018429,7.4407864,8.1836586,5.608151,.43169394,5.0555825,6.1607194,4.4955626,.31980759,4.0862088,4.9049163,10,0,10,10,5.7146263,.34815601,5.2689867,6.1602659,6.0614839,.49205601,5.4316521,6.6913157,6.4739017,.41036201,5.9486384,6.9991651,,,,,6.953609,.75197381,5.9910827,7.9161353,6.035882,.72771072,5.1044121,6.9673519
Kyrgyzstan,2019,KGZ2019,KGZ,417,703,6,8.3783369,.53810179,7.6895666,9.0671072,7.7669907,.33623239,7.3366132,8.1973677,5.0704746,.71094489,4.1604652,5.980484,4.7652278,.38071364,4.2779145,5.2525411,10,0,10,10,4.2554016,.31404394,3.8534253,4.6573777,5.2466583,.4460834,4.6756716,5.8176451,6.1758194,.33778152,5.7434592,6.6081796,,,,,7.1325445,.77502948,6.1405067,8.1245823,5.2299562,.671808,4.3700418,6.0898705
Kyrgyzstan,2020,KGZ2020,KGZ,417,703,6,7.5781779,.4151926,7.0467315,8.1096249,7.2230568,.3558467,6.7675729,7.6785407,4.9614091,.47967389,4.3474264,5.5753918,4.2735395,.24058278,3.9655936,4.5814853,10,0,10,10,4.4336452,.42679736,3.8873446,4.9799457,4.9535856,.42926425,4.4041276,5.5030437,5.9126458,.43498692,5.3558626,6.469429,,,,,6.5567055,.75928617,5.5848193,7.5285916,5.1949944,.70032972,4.2985725,6.0914164
Kyrgyzstan,2021,KGZ2021,KGZ,417,703,6,7.4395938,.3274042,7.0205164,7.8586712,7.3043308,.3115955,6.9054885,7.7031732,4.8171825,.26451835,4.4785991,5.155766,4.664876,.2373416,4.3610787,4.9686732,10,0,10,10,5.2341304,.42854491,4.6855931,5.7826676,5.9550929,.47165278,5.3513775,6.5588083,5.4903088,.39113501,4.989656,5.9909616,,,,,6.4004574,.70811719,5.4940672,7.3068476,5.4720173,.68422222,4.5962129,6.3478217
Kyrgyzstan,2022,KGZ2022,KGZ,417,703,6,7.4648862,.4588356,6.8775768,8.0521955,7.3847775,.50986713,6.7321477,8.0374079,4.2595358,.4265615,3.713537,4.8055344,4.8401217,.42133641,4.3008113,5.3794322,10,0,10,10,4.1769609,.42981628,3.626796,4.7271256,5.3382936,.73489708,4.3976254,6.2789617,4.3698421,.52618772,3.6963217,5.0433621,,,,,6.5201912,.79497629,5.5026217,7.5377607,4.3996649,.69712466,3.5073452,5.2919846
Liberia,2017,LBR2017,LBR,430,450,7,6.8751178,.59842372,6.1091356,7.6410999,6.3855009,.68677348,5.5064306,7.2645712,5.4750361,.79622751,4.4558649,6.4942074,4.5600939,.84470117,3.4788764,5.6413112,10,0,10,10,8.8261452,1.0383703,7.4970312,10.155259,8.484499,.97827542,7.2323065,9.7366915,9.2914572,.98371565,8.0323009,10.550613,,,,,5.8484931,.79175854,4.835042,6.8619442,9.0314846,.77969515,8.0334749,10.029494
Liberia,2018,LBR2018,LBR,430,450,7,7.8406572,.4088212,7.3173661,8.3639488,6.9444275,.48042962,6.3294778,7.5593772,5.8253212,.5788874,5.0843453,6.5662971,5.8603806,.4488363,5.2858701,6.4348912,10,0,10,10,6.5127997,.51281816,5.8563924,7.1692071,6.6684089,.93563378,5.4707975,7.8660202,6.9119859,.60503465,6.1375413,7.6864305,,,,,6.7785692,.75231594,5.8156047,7.7415338,6.793365,.73669374,5.8503971,7.7363329
Liberia,2019,LBR2019,LBR,430,450,7,6.8212905,.6757583,5.9563198,7.6862612,5.9896259,.80338579,4.9612923,7.0179596,3.4848757,.97279072,2.2397037,4.7300477,5.0151582,.50802583,4.3648853,5.665431,10,0,10,10,4.4440751,.43587631,3.8861535,5.001997,4.6068454,.43602929,4.048728,5.1649628,4.9528546,.59027863,4.197298,5.7084112,,,,,5.7416449,.87848866,4.6171794,6.8661103,4.6974888,.72419101,3.7705243,5.6244531
Liberia,2020,LBR2020,LBR,430,450,7,6.1281719,1.0546174,4.7782617,7.4780822,5.5846472,1.0537298,4.2358732,6.9334211,5.8578148,1.3277013,4.1583571,7.5572724,4.6161575,.58852261,3.8628485,5.3694663,10,0,10,10,4.4233646,.50510997,3.776824,5.0699053,5.6164412,.64576495,4.7898622,6.4430203,4.4830284,.73358881,3.5440347,5.4220219,,,,,5.3913908,1.0591396,4.0356922,6.7470894,4.6617222,.74635798,3.7063839,5.6170602
Liberia,2021,LBR2021,LBR,430,450,7,6.3416548,.63596582,5.5276184,7.1556911,6.907949,.68397772,6.0324574,7.7834406,6.7099676,.80457467,5.6801119,7.7398233,5.6000957,.84255916,4.5216198,6.6785717,10,0,10,10,5.3326807,1.1427778,3.869925,6.7954364,5.4700727,1.2414761,3.8809834,7.0591621,5.6674266,.89143163,4.5263939,6.8084593,,,,,6.1473761,.87433106,5.0282321,7.26652,5.6071305,.75912046,4.6354566,6.5788045
Liberia,2022,LBR2022,LBR,430,450,7,5.7910085,.72619992,4.8614726,6.7205443,7.3288465,.7344889,6.3887005,8.2689924,6.9106555,1.0060992,5.6228485,8.1984625,5.1423836,1.0858041,3.7525544,6.5322127,10,0,10,10,5.7718897,1.4500623,3.9158099,7.6279693,5.7003922,1.5192177,3.7557936,7.6449909,5.0027509,.96308327,3.7700043,6.2354975,,,,,5.9544296,.80774117,4.9205208,6.9883385,5.4164448,.82461345,4.3609395,6.4719501
Mexico,2017,MEX2017,MEX,484,70,8,2.2442369,.68150091,1.3719158,3.1165581,3.3126411,.54425204,2.6159985,4.0092835,2.6327627,.51566625,1.9727099,3.2928154,2.2672729,.47537446,1.6587937,2.8757522,10,0,10,10,3.7164462,.71267027,2.8042283,4.628664,4.7185702,.87747586,3.595401,5.8417392,5.295444,.71464604,4.3806973,6.2101908,,,,,2.2448702,.77930772,1.2473563,3.242384,4.6879168,.77981943,3.6897478,5.6860857
Mexico,2018,MEX2018,MEX,484,70,8,1.9611079,.48862743,1.3356647,2.586551,3.5473919,.44690534,2.975353,4.1194305,2.7651839,.40196481,2.250669,3.2796988,2.5219953,.29385409,2.1458621,2.8981285,10,0,10,10,4.1383686,.31406173,3.7363696,4.5403676,6.3547359,.47583768,5.7456636,6.9638081,6.0899272,.31948927,5.6809812,6.4988732,,,,,2.1476614,.85119891,1.0581268,3.237196,5.5836196,.69879061,4.6891675,6.4780717
Mexico,2019,MEX2019,MEX,484,70,8,2.1910214,.55600351,1.479337,2.9027059,4.1236525,.36711076,3.6537507,4.593554,3.4264998,.44917583,2.8515549,4.0014448,2.8717847,.23650573,2.5690575,3.1745119,10,0,10,10,4.8186388,.2666263,4.4773569,5.1599207,6.724052,.28465948,6.3596878,7.0884161,6.689754,.27937084,6.3321595,7.0473485,,,,,2.4396496,.73025787,1.5049195,3.3743796,6.0491986,.67276138,5.1880641,6.9103332
Mexico,2020,MEX2020,MEX,484,70,8,3.1406341,.48337874,2.5219092,3.7593589,4.3361669,.36538658,3.8684721,4.8038616,4.7502718,.54361773,4.054441,5.4461026,3.3593941,.34288704,2.9204986,3.7982895,10,0,10,10,4.7378211,.35493326,4.2835064,5.1921358,6.5694766,.31860381,6.1616635,6.9772897,6.0584726,.32527748,5.6421175,6.4748278,,,,,3.0672739,.814731,2.0244181,4.1101294,5.7816415,.66266048,4.9334359,6.629847
Mexico,2021,MEX2021,MEX,484,70,8,3.6607337,.4835521,3.0417869,4.2796803,4.8242812,.43762922,4.2641158,5.3844466,5.8035054,.60728723,5.0261779,6.580833,3.8943663,.49851212,3.2562706,4.5324616,10,0,10,10,4.51544,.41805804,3.9803257,5.0505543,6.549551,.40571785,6.030232,7.0688701,5.8359747,.44139192,5.2709932,6.4009562,,,,,3.6605732,.83974999,2.5856934,4.7354531,5.5943861,.67889118,4.7254052,6.463367
Mexico,2022,MEX2022,MEX,484,70,8,2.9705615,.68323308,2.0960231,3.8450999,4.5824728,.84631783,3.499186,5.6657596,5.1684504,.87343961,4.0504475,6.2864532,2.5382619,.65891367,1.6948524,3.3816714,10,0,10,10,4.3553567,.67668527,3.4891996,5.2215137,6.3422174,.80964798,5.3058681,7.3785667,6.4045806,.75116009,5.4430957,7.3660655,,,,,3.0733671,.76697171,2.0916433,4.0550909,5.6912603,.7162118,4.7745094,6.6080112
Mozambique,2017,MOZ2017,MOZ,508,541,9,4.6689267,.63687688,3.8537242,5.484129,4.4842958,.56533074,3.7606726,5.2079191,4.5044656,.64452666,3.6794715,5.3294597,3.9499524,.62254041,3.1531007,4.7468042,10,0,10,10,4.1471596,1.0159736,2.8467133,5.4476056,3.959558,.93522578,2.7624691,5.1566472,5.4456944,1.2591943,3.8339257,7.0574632,,,,,3.9338465,.80453104,2.9040468,4.9636464,5.1449518,.91527331,3.973402,6.3165016
Mozambique,2018,MOZ2018,MOZ,508,541,9,4.6969571,.50574243,4.0496068,5.3443074,5.1329679,.43034974,4.5821204,5.6838155,4.3518233,.45624432,3.7678306,4.9358163,3.7935114,.36191332,3.3302624,4.2567606,10,0,10,10,3.8372781,.35189447,3.3868532,4.287703,4.3641605,.3444339,3.9232852,4.8050361,5.679822,.59524632,4.9179068,6.4417372,,,,,4.2298393,.75798577,3.2596176,5.2000613,4.6614075,.70665824,3.7568848,5.5659299
Mozambique,2019,MOZ2019,MOZ,508,541,9,4.8100214,.52091032,4.1432562,5.4767866,4.7386231,.41742811,4.2043152,5.2729311,2.7759061,.66732568,1.9217292,3.6300828,4.0179586,.41464067,3.4872186,4.5486989,10,0,10,10,3.4821825,.23169214,3.1856165,3.7787485,4.3804164,.42967951,3.8304267,4.9304061,4.5974522,.44818255,4.0237784,5.1711259,,,,,4.0375671,.74255079,3.0871022,4.9880323,4.1857409,.75508201,3.2192359,5.152246
Mozambique,2020,MOZ2020,MOZ,508,541,9,4.7691507,.60554397,3.9940546,5.5442472,4.0127249,.42579275,3.4677103,4.5577397,3.4442065,.8764869,2.3223033,4.5661097,2.7250664,.43500063,2.1682656,3.2818673,10,0,10,10,4.0004787,.32024249,3.5905683,4.4103889,6.1901913,.64773244,5.3610935,7.019289,5.3954463,.48946822,4.7689271,6.0219655,,,,,3.420877,.77331972,2.4310277,4.4107261,5.4950137,.71355748,4.5816603,6.4083672
Mozambique,2021,MOZ2021,MOZ,508,541,9,4.6971354,.40150213,4.1832128,5.2110581,4.6481042,.57587689,3.9109817,5.3852267,4.8533139,.57750487,4.1141076,5.5925202,4.1146049,.57123852,3.3834198,4.8457904,10,0,10,10,4.0579143,.30189216,3.6714923,4.4443364,6.060813,.62396222,5.2621412,6.8594847,4.4123468,.50609195,3.7645493,5.0601444,,,,,4.0918293,.76205218,3.1164026,5.067256,4.7353005,.70310211,3.8353298,5.6352711
Mozambique,2022,MOZ2022,MOZ,508,541,9,4.6933064,.46057811,4.1037664,5.2828465,4.9795995,.67217916,4.1192102,5.8399887,4.1272202,.68739027,3.2473607,5.0070796,4.5955896,.71334666,3.6825058,5.5086732,10,0,10,10,3.8719015,.54726851,3.1713979,4.5724053,5.9073105,.92122173,4.7281466,7.0864744,3.1439807,.43586308,2.586076,3.7018855,,,,,4.1782427,.86784625,3.0673995,5.2890859,4.0047698,.72952068,3.0709834,4.9385562
Nepal,2017,NPL2017,NPL,524,790,10,8.4074993,.70795679,7.5013146,9.3136845,6.6556983,.95236617,5.4366698,7.8747268,5.6074309,.97469878,4.3598166,6.8550453,4.8325014,.81195498,3.7931991,5.8718038,10,0,10,10,4.9782391,2.2156334,2.1422284,7.81425,7.8025532,1.6733795,5.6606274,9.944479,6.8112211,1.8599993,4.4304218,9.1920204,,,,,7.0101595,.83468384,5.9417644,8.0785551,6.513998,1.7094209,4.3259392,8.7020569
Nepal,2018,NPL2018,NPL,524,790,10,8.6679831,.40413907,8.1506853,9.1852808,6.2302427,.44582078,5.6595922,6.8008933,5.4057865,.39422032,4.9011846,5.9103885,4.3715715,.40104491,3.8582342,4.8849092,10,0,10,10,4.6864724,.56291676,3.965939,5.4070058,7.0709262,.58990222,6.3158512,7.8260012,5.8434916,.58287334,5.0974135,6.5895696,,,,,6.8513217,.78475791,5.8468318,7.8558116,5.8720398,.7572034,4.9028196,6.84126
